Accession,Label,ECRECer_result,FEDKEA_result,DeepEC_result
B0XWK9,1,1,1,1
B0XWL0,0,0,0,0
B0XWT0,0,0,0,0
B0XYF7,0,0,0,0
B0XYJ1,0,0,0,0
B0XZD3,1,1,1,0
B0XZU9,1,1,1,1
B0XZV2,1,0,0,1
B0XZV3,1,1,1,1
B0XZV4,0,0,0,0
B0XZV5,1,0,1,1
B0Y6Q5,0,0,0,1
B0Y8W1,1,1,1,1
B0Y8Y4,1,1,1,1
B0Y8Y7,0,0,0,0
B0Y8Y8,0,0,0,0
B1G5Y9,1,1,1,1
B1MB15,1,0,0,1
B1MCB4,0,0,0,0
B1MCB5,0,0,0,1
B2AUV0,1,0,1,1
B2B403,1,0,1,1
B2B5J7,1,1,1,1
B2DEV9,1,1,1,1
B2DEW0,1,1,1,1
B2HG54,1,1,1,1
B2J6D9,0,0,0,0
B2RVI8,1,1,1,1
B2T1L6,1,1,1,1
B2TGJ0,1,1,1,1
B2Z3V8,1,1,1,1
B4XH86,1,1,1,1
B5I920,1,1,1,1
B5T072,1,1,1,1
B6DDQ8,0,0,0,1
B6H997,1,1,1,1
B6QEB3,1,1,1,1
B6QK76,1,1,1,1
B6V311,0,0,0,0
B7JA35,1,0,1,1
B7KMS5,0,0,0,0
B7NC15,0,0,0,1
B8D503,1,0,1,1
B9CM12,1,1,1,1
B9Q1V7,0,0,0,0
B9T625,1,1,1,1
B9WAI9,0,0,0,0
C0HM72,0,0,0,0
C0HM73,0,0,0,0
C0HM74,0,0,0,0
C0HM75,0,0,0,0
C0HM76,0,0,0,0
C0HM77,0,0,0,0
C0HM78,0,0,0,0
C0HM97,0,0,0,0
C0HMA2,0,0,0,0
C0HMA3,0,0,0,0
C0HMA4,0,0,0,0
C0HMA5,0,0,0,0
C0HMA6,0,0,0,0
C0HMA7,0,0,0,0
C0HMA8,0,0,0,0
C0HMA9,0,0,0,0
C0HMB4,1,1,1,1
C0HMB8,0,0,0,0
C0HMB9,0,0,0,0
C0HMC0,0,0,0,0
C0HMC1,0,0,0,0
C0HMC2,0,0,0,0
C0HMC3,0,0,0,0
C0HMC7,0,0,0,0
C0HMD5,0,0,0,0
C3K810,0,0,0,1
C4B8E3,0,0,0,0
C4LWU5,0,0,0,0
C4QWS8,0,0,0,0
C4QY68,0,0,0,0
C5BK10,1,1,1,1
C5BK13,1,1,1,1
C6EUD4,1,1,1,1
C7M8J5,1,1,1,1
C7M8J6,1,1,1,1
C8CP46,1,1,1,1
C8V4I9,1,1,1,1
D0KZ81,0,0,0,0
D1MWE7,0,0,0,1
D2RW80,1,0,1,1
D2VS83,1,1,1,1
D3TS87,1,1,0,0
D3YWQ9,0,0,0,0
D4A7T8,0,0,0,0
D4AD75,1,1,1,0
D4GSH8,0,0,0,0
D4GTQ1,0,0,0,0
D4QF24,1,1,1,1
D5FKJ2,1,1,1,0
D5GSK5,0,0,1,1
D5LJN4,1,0,1,0
D5LWW7,0,0,0,0
D5RFM4,1,1,1,1
D5SK09,1,1,1,1
D6X268,0,0,0,0
D7BJT1,0,0,0,1
D7RJN5,1,1,1,1
D8Q364,1,1,1,1
D9N4H3,1,1,1,1
D9N4H4,1,1,1,1
E0D203,1,1,1,1
E0D204,1,1,1,1
E0D205,1,1,1,1
E0D206,1,1,1,1
E1B8U2,1,0,1,1
E1CG38,1,1,1,1
E1CJK0,1,1,1,1
E2JKI3,1,0,1,1
E5G0U4,0,0,1,1
E5Y8P7,1,1,1,1
E5Y8P9,1,1,1,1
E8R9N2,1,0,1,1
E9PXV9,0,0,0,0
F0NEL5,1,1,1,0
F1SVF6,1,1,1,1
F2K079,1,1,1,1
F2K081,1,1,1,1
F2SIK4,0,1,0,0
F2SSE4,0,0,0,0
F2ST24,0,0,0,0
F2Z3Y9,0,0,0,0
F4JFR7,1,1,1,1
F6K5S6,0,0,0,0
F6K6F3,0,0,0,0
F6NVH9,0,0,0,0
F6Q2R9,0,0,0,0
F7F3Q2,0,0,0,0
F8D4I6,1,1,1,1
F8JSS1,1,0,0,1
F8V2V0,0,0,0,0
F8VPU6,1,1,1,1
F8WK50,0,0,0,0
G0REY8,1,1,1,1
G0RFK8,0,0,0,1
G0RPY6,1,1,1,1
G0RT93,1,1,1,0
G0RYC6,0,0,0,0
G0S0N0,0,0,0,0
G0S5S6,0,0,0,0
G0S8H7,0,0,0,1
G0SAV1,0,0,0,0
G0SEG2,0,0,0,0
G0SF80,0,0,0,0
G0SHQ2,0,0,0,0
G1SCJ6,0,0,0,0
G1SF08,0,0,0,0
G1SGR6,0,0,0,0
G1SHG0,0,0,0,0
G1SIZ2,0,0,0,0
G1SKZ8,0,0,0,0
G1SMR7,0,0,0,0
G1SNY0,0,0,0,0
G1SQH0,0,0,0,0
G1STW0,0,0,0,0
G1SV32,0,0,0,0
G1SWI6,0,0,0,0
G1SYU7,0,0,0,0
G1T040,0,0,0,0
G1T6D1,0,0,0,0
G1TDB3,0,0,0,0
G1TFE0,0,0,0,0
G1TKB3,0,0,0,0
G1TSG1,0,0,0,0
G1TT27,0,0,0,0
G1TTQ5,0,0,0,0
G1TTY7,0,0,0,0
G1TUN8,0,0,0,0
G1TVS8,0,0,0,0
G1TXF6,0,0,0,0
G1TYL6,0,0,0,0
G1U001,0,0,0,0
G1U7L1,0,0,0,0
G1X9H9,0,0,0,0
G1XSR6,1,1,1,1
G1XSR7,1,1,1,1
G2R6N0,1,1,1,1
G2RB72,1,0,1,1
G2RGE5,1,1,1,1
G2RGE6,1,0,1,1
G2WS43,1,1,1,1
G2WSX9,0,1,0,0
G2WWH6,0,0,0,0
G2X444,0,1,0,1
G2X4U8,0,0,0,1
G2XA95,0,1,0,0
G3J9P0,1,1,1,1
G3JF10,1,1,1,1
G3X9U1,0,0,0,0
G4MRQ6,0,0,1,0
G4MSY9,1,1,1,0
G4MYD3,0,0,0,0
G4N891,0,0,0,0
G7I4F4,0,1,0,0
G7J2X4,0,0,0,0
H0QPL8,1,0,0,1
H1VSQ9,0,0,0,0
H2KYZ5,0,0,0,0
H5TRP0,0,0,0,0
H9C181,0,0,0,0
H9L484,0,0,0,0
I1BJ58,1,1,1,1
I1RCD3,1,1,1,1
I1RDA9,1,1,1,1
I1RHF8,1,1,1,1
I1RIF1,1,1,1,1
I1RLA5,1,1,1,1
I1RQE2,0,0,0,0
I1S0T9,1,1,1,1
I1SSI6,0,0,0,0
I3SAV1,0,1,0,0
I7MD46,0,0,0,0
I7MKT5,0,0,0,1
I7MM07,0,0,0,0
J4KL74,0,1,0,0
J4KLY0,1,1,1,1
J4VSL0,1,0,1,0
J4VU52,0,1,0,0
J4W0D1,1,1,1,0
J5J7Y8,0,0,0,0
J5JLF2,1,1,1,1
J9UD11,0,0,0,0
J9VI85,1,1,1,0
J9VKM7,0,0,0,0
J9VMN6,0,0,0,0
J9VMQ5,0,0,0,1
J9VQ26,0,0,0,0
J9VQC4,0,1,1,1
J9VQV8,0,0,0,0
J9VTK7,1,1,1,1
J9VU26,1,1,1,1
J9VVE7,0,0,0,0
J9VX63,0,0,0,0
K5BJY3,0,0,0,1
K5VN09,1,1,1,1
K9N4Q4,0,0,0,0
L0MZ37,0,0,0,0
L0T2H7,0,0,0,0
L7N648,0,0,0,0
L7N667,0,0,0,0
L8GFE0,0,0,0,0
M1T1K4,1,1,1,0
M1UZ07,1,1,1,1
M1UZ09,1,1,1,0
M1V8J8,1,1,1,1
M1V8K0,1,1,1,1
M1VE36,1,1,1,1
M1VJS5,1,0,1,1
M1VNH2,1,1,1,1
M2SPA3,1,1,1,1
M2TK17,1,1,1,1
M9QUV5,1,1,1,1
O05910,0,0,0,0
O06550,0,0,0,1
O07032,0,0,0,1
O17899,0,0,0,0
O29890,1,0,1,1
O33321,0,0,0,0
O45181,0,0,0,0
O50112,1,0,1,1
O50432,0,0,0,1
O51519,1,1,1,0
O53044,1,1,1,1
O61708,0,0,0,0
O64191,0,0,0,1
O76269,0,0,0,0
O76343,0,0,0,0
O76437,0,0,0,1
O87333,1,1,1,1
O96161,0,0,0,1
O97297,0,0,0,0
P0DO63,0,0,0,0
P0DO64,0,1,0,0
P0DO65,1,1,1,1
P0DO68,1,1,1,1
P0DO69,1,1,1,1
P0DO70,1,1,1,1
P0DO71,1,1,1,1
P0DO72,1,1,1,1
P0DO73,1,1,1,1
P0DO74,1,1,1,1
P0DO75,1,1,1,1
P0DO84,1,1,1,1
P0DO86,1,1,1,1
P0DO89,1,1,1,1
P0DO90,1,1,1,1
P0DRB1,0,0,0,0
P0DRB2,0,0,0,0
P0DRB5,0,0,0,0
P0DRB6,0,0,0,0
P0DRB7,0,0,0,0
P0DRB8,1,1,1,1
P0DRB9,0,0,0,0
P0DRC0,0,0,0,0
P0DRC1,0,0,0,0
P0DRC3,0,0,0,0
P0DRD0,0,0,0,1
P0DRD1,0,0,0,1
P0DRD2,0,0,0,1
P0DRD3,0,0,0,0
P0DRD4,0,0,0,0
P0DRD5,0,0,0,0
P0DRD7,0,0,0,0
P0DRD8,0,0,0,0
P0DRH3,0,0,0,0
P0DRH4,0,0,0,0
P0DRH5,0,0,0,0
P0DRH6,0,0,0,0
P0DRH7,0,0,0,0
P0DRH8,0,0,0,0
P0DRI4,0,0,0,0
P0DTP1,0,0,0,0
P0DW68,1,1,1,0
P0DW71,1,0,1,1
P0DX53,0,0,0,0
P0DX55,0,0,0,0
P0DX56,0,0,0,0
P0DX57,0,0,0,0
P0DX58,0,0,0,0
P0DX59,0,0,0,0
P0DX60,0,0,0,0
P0DX61,0,0,0,1
P0DX62,1,1,1,1
P0DX63,0,0,0,0
P0DX64,0,0,0,0
P0DX65,0,0,0,0
P0DX66,1,1,1,1
P0DX69,1,0,1,0
P0DX71,1,1,1,1
P0DX73,1,0,0,1
P0DX74,0,0,0,0
P0DX75,1,1,1,1
P0DX77,1,0,1,0
P0DX90,0,0,0,1
P0DX91,1,1,1,1
P0DX92,1,1,1,1
P0DX95,0,0,0,0
P0DX96,0,0,0,0
P0DXA2,0,0,0,0
P0DXA7,0,0,0,0
P0DXA9,1,0,1,1
P0DXB3,0,0,0,0
P0DXB4,1,0,1,1
P0DXB5,1,0,1,1
P0DXB6,1,1,1,0
P0DXB7,1,0,1,0
P0DXB9,1,1,1,1
P0DXC0,1,0,1,1
P0DXC1,0,0,0,0
P0DXC8,1,1,1,1
P0DXD4,1,1,1,1
P0DXD5,1,0,1,1
P0DXD8,1,1,1,1
P0DXD9,1,1,1,1
P0DXE1,1,1,1,1
P0DXE3,1,1,1,1
P0DXF0,0,0,0,0
P0DXF3,0,0,0,0
P0DXF7,0,0,0,0
P0DXF9,1,1,1,1
P0DXG0,1,1,1,1
P0DXG1,1,1,1,1
P0DXG2,0,0,0,0
P0DXG3,0,0,0,0
P0DXG4,1,1,1,1
P0DXG5,0,0,0,1
P0DXG6,1,1,1,0
P0DXG8,1,1,1,1
P0DXH0,1,1,1,1
P0DXH1,1,0,1,0
P0DXH2,1,1,1,1
P0DXH3,1,1,1,1
P0DXH4,1,1,1,1
P0DXH5,1,1,1,1
P0DXH6,1,1,1,1
P0DXH7,1,1,1,1
P0DXH8,1,1,1,1
P0DXH9,1,1,1,1
P0DXI1,1,1,1,1
P0DXI2,1,1,1,1
P0DXI3,1,1,1,1
P0DXI4,1,1,1,1
P0DXI5,0,0,0,0
P0DXI8,1,1,1,1
P0DXN9,0,0,0,0
P0DXO2,0,0,0,0
P0DXO3,0,0,0,0
P0DXU4,0,0,0,0
P0DXU5,1,1,1,1
P0DXU6,0,0,0,1
P0DXU7,1,1,1,1
P0DXU8,0,0,0,0
P0DXV3,1,1,1,1
P0DXV4,1,1,1,1
P0DXV5,1,1,1,1
P0DXV6,1,1,1,1
P0DXV7,1,1,1,1
P0DXV8,1,1,1,1
P0DXW7,0,0,0,0
P0DXW8,0,0,0,0
P0DXX1,0,0,0,0
P0DXX2,0,0,0,0
P0DXX3,0,0,0,0
P0DXX8,0,0,1,1
P0DXY9,0,0,0,0
P0DXZ0,1,1,1,1
P0DXZ1,1,1,1,1
P0DXZ2,1,1,1,1
P0DXZ4,0,0,0,0
P0DXZ5,0,0,0,0
P0DXZ6,1,1,1,0
P0DY01,0,0,0,0
P0DY04,0,0,0,0
P0DY16,0,0,0,0
P0DY18,0,0,0,0
P0DY22,1,1,1,1
P0DY42,1,1,1,1
P73268,0,0,0,1
P73287,0,0,0,0
P73562,1,1,1,1
P74433,0,0,0,0
P90745,0,0,0,0
P9WEG1,1,1,1,1
P9WEG7,1,0,1,1
P9WEG8,1,1,1,0
P9WEG9,1,1,1,1
P9WEH0,1,1,1,1
P9WEH2,1,1,1,1
P9WEH3,1,1,1,1
P9WEI2,1,1,1,1
P9WEI4,1,1,1,1
P9WEI5,1,1,1,0
P9WEI7,1,1,1,1
P9WEI8,1,1,1,1
P9WEI9,1,1,1,1
P9WEJ0,1,1,1,1
P9WEK3,1,1,1,1
P9WEK7,0,1,1,1
P9WEK9,1,1,1,0
P9WEL1,0,0,0,0
P9WEL3,1,1,1,1
P9WEL5,0,1,1,0
P9WEL8,0,1,0,1
P9WEM1,1,1,1,0
Q059A4,0,0,0,0
Q06B75,0,0,0,0
Q06K46,0,0,0,0
Q06K53,0,0,0,1
Q06K61,1,1,1,1
Q06K97,0,0,0,1
Q06KA2,0,0,0,0
Q06KA5,0,0,0,0
Q080S8,1,1,0,1
Q0CPG6,1,1,1,1
Q0CPG7,1,1,1,1
Q0CPG8,1,1,1,0
Q0K203,1,1,1,1
Q0KAA1,1,1,1,1
Q0P9A8,1,1,1,1
Q0RWC9,1,1,1,1
Q0SG95,1,1,1,1
Q0ZQ39,1,1,1,1
Q0ZQ40,1,1,1,1
Q0ZSU5,0,0,0,1
Q16DB5,1,1,1,1
Q17NX6,0,0,0,0
Q19873,0,0,0,0
Q19VG9,1,1,1,1
Q1D3H0,0,0,0,1
Q1D3H1,0,0,0,0
Q1D5Q0,0,0,0,0
Q1D5Q1,0,0,0,0
Q1JQ91,0,0,0,0
Q1NEJ0,1,1,1,1
Q1QUJ4,1,1,1,1
Q20778,0,0,0,0
Q22HI5,0,0,0,0
Q22KK0,0,0,0,0
Q22RH5,0,0,0,0
Q234G8,0,0,0,0
Q239Y2,0,0,0,0
Q25799,0,0,0,1
Q2K7V6,1,1,1,1
Q2TXQ1,1,1,1,1
Q2TXQ7,0,0,0,0
Q2TXQ8,1,1,1,1
Q2TXQ9,1,1,1,1
Q2U3H8,1,1,1,1
Q31P89,0,0,0,0
Q39QF4,1,1,1,1
Q3J189,1,1,1,1
Q3U0I6,0,0,0,0
Q3UJB0,0,0,0,0
Q44250,1,1,1,1
Q46E80,1,0,1,1
Q47594,1,1,1,1
Q47595,1,1,1,1
Q4D321,1,1,1,0
Q4D5J7,1,1,1,1
Q4DHY2,1,1,1,0
Q4DHY3,1,1,1,1
Q4DUK4,1,1,1,1
Q4J8K8,1,0,0,1
Q4PMS3,0,0,0,0
Q4Q5G6,1,1,1,1
Q4V9J0,1,1,1,1
Q4WBI0,1,1,1,0
Q4WBI3,1,0,1,1
Q4WBI5,1,1,1,0
Q4WDK4,0,0,0,0
Q4WE50,0,0,0,0
Q4WEH3,1,1,0,1
Q4WER9,0,1,0,0
Q4WPW5,0,0,0,1
Q4WQ60,1,0,0,1
Q4WRR0,0,0,0,0
Q4WUG7,0,0,0,0
Q4WUK7,0,0,0,0
Q4WW94,1,1,1,1
Q4WW98,0,0,0,0
Q4WX61,0,0,0,0
Q504M2,1,1,1,1
Q54129,1,1,1,1
Q55230,1,1,1,1
Q55231,1,1,1,1
Q55406,1,1,1,1
Q5A5P7,0,0,0,0
Q5A995,0,0,0,0
Q5AEI1,0,0,0,0
Q5AHZ2,0,0,0,0
Q5AY39,1,1,1,1
Q5F8J0,0,0,0,0
Q5FWP7,0,0,0,0
Q5JE51,0,0,0,0
Q5JF34,0,0,0,0
Q5JGJ6,1,0,1,1
Q5JH33,0,0,0,1
Q5JIY5,0,0,0,0
Q5JJG6,0,0,0,0
Q5K9E9,1,1,1,1
Q5KK80,0,0,0,0
Q5MIT9,0,0,0,0
Q5MIW3,0,0,0,0
Q5MIW7,0,0,0,0
Q5SC47,0,0,0,0
Q5SC49,0,0,0,0
Q5SC51,1,1,1,1
Q5SC57,0,0,0,0
Q5U921,1,1,1,1
Q65EY9,1,1,1,1
Q6C0J1,0,1,0,0
Q6E7K8,1,1,1,1
Q6E7K9,1,1,1,1
Q6LXQ2,1,1,1,1
Q6M0N3,0,0,0,0
Q6M0N4,0,0,0,0
Q6M0N7,0,0,0,0
Q6PBS3,1,1,1,1
Q6QD55,0,0,0,0
Q6QZV5,0,0,0,0
Q6UXT6,0,0,0,0
Q704E9,1,1,1,1
Q704F0,1,1,1,1
Q70KH3,1,1,1,1
Q72WF3,0,0,0,0
Q79F72,1,1,1,1
Q79F73,1,1,1,1
Q7D203,0,0,0,0
Q7PF80,0,0,0,0
Q7PRX9,0,0,0,0
Q7PYT9,1,1,1,1
Q7R7U6,0,0,0,1
Q7VNA4,1,1,1,1
Q80J94,0,0,0,0
Q81BR3,1,1,1,0
Q83623,0,0,0,0
Q84459,0,0,0,0
Q84523,0,0,0,0
Q84580,0,0,0,0
Q89F89,1,1,1,1
Q89Y81,1,1,1,1
Q8A247,1,1,1,1
Q8A248,1,1,1,1
Q8A5T1,1,1,1,0
Q8CDT5,0,0,0,0
Q8CY84,0,0,0,0
Q8DN86,0,0,0,0
Q8DN89,0,0,0,0
Q8DN90,0,0,0,0
Q8DQH3,0,0,0,0
Q8DQH4,0,1,1,1
Q8ECU3,1,1,1,1
Q8GAF9,0,0,0,0
Q8I2T9,0,0,0,0
Q8I3N6,0,0,0,0
Q8IAA9,1,1,1,1
Q8IBB7,0,0,0,0
Q8IEK7,0,0,0,0
Q8II12,0,0,0,1
Q8IIK1,0,0,0,0
Q8IKT4,0,0,0,1
Q8IPZ7,0,0,0,0
Q8IRS9,0,0,0,0
Q8IRT0,0,0,0,1
Q8LPU1,1,0,0,0
Q8MUP7,0,0,0,0
Q8MVC4,0,0,0,1
Q8NQU2,0,0,0,0
Q8NQU3,0,0,0,0
Q8PWQ0,1,0,0,1
Q8PWQ1,1,0,1,1
Q8QV65,1,1,1,1
Q8QV69,0,0,0,0
Q8SD42,0,0,0,1
Q8SXU3,0,1,1,1
Q8T9T4,0,0,0,0
Q8U0V2,0,0,0,1
Q8VQ46,1,1,1,1
Q8VS15,1,1,1,1
Q8VZU4,0,0,0,0
Q8W5V1,1,1,1,1
Q8XX92,1,1,1,1
Q8YS57,0,0,0,1
Q8YT25,0,0,0,0
Q8YVP4,0,0,0,0
Q8ZJU7,0,0,0,0
Q91QS4,0,0,0,0
Q92ZP8,1,1,1,1
Q93UV7,1,1,1,1
Q964Q0,0,0,0,0
Q969A1,0,0,0,0
Q98505,0,0,0,0
Q9AGK2,1,0,1,1
Q9AI62,1,1,1,1
Q9BI63,0,0,0,1
Q9CPU3,0,0,0,0
Q9CZP3,0,0,0,0
Q9GP13,0,0,0,0
Q9GP15,0,0,0,0
Q9HE20,1,1,1,1
Q9HHR2,1,1,1,1
Q9HSJ9,0,0,0,0
Q9HTH7,1,1,1,1
Q9HTH9,1,1,1,0
Q9HUF5,1,1,1,1
Q9I2E8,0,0,0,0
Q9I2F3,0,0,0,1
Q9I6M8,0,0,0,1
Q9I6M9,0,1,1,1
Q9I6N0,0,0,0,1
Q9JAE0,0,0,0,0
Q9K163,1,1,1,1
Q9KJF3,1,0,1,1
Q9KJT3,1,1,1,1
Q9KJT4,0,0,0,0
Q9L392,1,1,1,1
Q9LC67,1,1,1,1
Q9LYL8,0,0,0,0
Q9NC65,1,1,1,1
Q9P451,1,1,1,1
Q9RYM1,1,1,1,1
Q9UB30,0,0,0,0
Q9UB31,0,0,0,0
Q9VBW0,0,0,0,0
Q9VIH9,0,0,0,0
Q9VJ10,0,1,1,1
Q9VJ31,1,1,1,1
Q9VJG4,0,0,0,0
Q9VLM7,0,0,0,0
Q9VR20,0,1,1,0
Q9VTE6,0,0,0,0
Q9VVI1,0,0,0,0
Q9VWB1,0,0,0,0
Q9W1H9,0,0,0,0
Q9W2Q5,0,0,0,0
Q9W2W5,1,1,0,1
Q9W4J9,1,1,0,1
Q9W4N9,0,0,0,1
R4H5E1,0,0,0,0
R4NN02,0,0,0,0
S7QKE2,1,1,1,1
S7V0D3,0,0,0,0
S8G5X3,0,0,0,0
U5QDF4,1,0,0,1
V4HJ70,1,1,1,1
V4HJ73,1,1,1,1
V5TF61,1,1,1,1
V9TT49,1,1,1,1
W1QAK2,0,0,0,0
W1QDU5,0,0,0,0
W1QHP2,0,0,0,1
W1QL91,0,0,0,0
W7WWA2,0,0,0,0
W8NXX6,0,0,0,0
W8VRG3,0,0,0,0
W8X5L3,0,0,0,0
X0JZ91,0,0,0,1
A0A088C4D9,0,0,0,1
A0A090BX51,0,0,0,0
A0A0A2IBU9,0,0,0,0
A0A0A2K2W7,0,0,0,1
A0A0A2KE57,0,1,0,0
A0A0A2KPB9,0,1,1,1
A0A0G2EC47,1,1,1,1
A0A0H3JSM9,1,0,1,0
A0A0H3LKV3,1,1,1,1
A0A0L1JEX1,1,1,1,1
A0A182IRF8,0,0,0,0
A0A182RFI2,0,0,0,0
A0A1B0GVB3,0,0,0,0
A0A1B1JE71,0,0,0,0
A0A1C4F9S9,0,0,0,1
A0A1C8HQ06,0,0,0,0
A0A1C8HSP0,0,0,0,0
A0A1D0BN92,0,0,0,0
A0A1D0BNA3,0,0,0,0
A0A1D0BND9,0,0,0,0
A0A1D0BPK9,0,0,0,0
A0A1D0BPN8,0,0,0,0
A0A1D0BR67,0,0,0,0
A0A1D0BR98,0,0,0,0
A0A1D0BRB6,0,0,0,0
A0A1D0BRC1,0,0,0,0
A0A1D0BZI2,0,0,0,0
A0A1D0BZZ2,0,0,0,0
A0A1D0C023,0,0,0,0
A0A1D0C028,0,0,0,0
A0A1D0C0W1,0,0,0,0
A0A1L7VET2,0,0,0,1
A0A1M6T247,0,0,0,0
A0A1S4FQ37,0,0,0,0
A0A1S4HE90,0,0,0,0
A0A2G0QDN4,1,1,1,1
A0A2K3E7S8,0,0,0,0
A0A2K8FTP3,0,0,0,1
A0A2R2Z560,0,1,0,1
A0A2R2Z561,0,1,0,0
A0A2R2Z564,0,1,0,0
A0A2R2Z570,0,1,0,1
A0A2R2Z572,0,1,0,1
A0A2R2Z574,0,1,0,1
A0A2R2Z575,0,1,0,1
A0A2R3ZVF5,0,1,0,0
A0A384L0Y7,0,0,0,1
A0A397HK51,1,0,0,0
A0A397HK89,1,1,1,0
A0A397HPF2,0,1,1,0
A0A3B3IT45,0,0,0,0
A0A3P8MJV5,0,0,0,0
A0A3R5XUE6,1,1,1,0
A0A3T0ZHJ5,1,0,1,1
A0A455ZIM5,0,0,0,0
A0A455ZIM6,0,0,0,1
A0A455ZJM4,1,1,1,1
A0A455ZLR3,1,1,1,1
A0A4Q7JG83,0,1,0,0
A0A4Q7JJ79,0,0,0,0
A0A4Q7K4T8,0,0,0,1
A0A4Q7K9F4,0,1,0,0
A0A509AS68,0,0,1,1
A0A6A4NPZ7,0,1,1,1
A0A6A6H2E0,1,0,0,1
A0A6M3YMB5,0,0,0,1
A0A6P2DWR2,1,0,1,1
A0A7G6E019,0,0,0,1
A0A7H8RFC2,1,1,1,1
A0A7I2V3R4,0,1,1,0
A0A7J6FUX2,0,1,1,0
A0A7J6K0L7,0,0,0,0
A0A7J6K9S4,0,0,0,1
A0A822ZYY0,0,0,0,0
A0A823A0V1,1,1,1,1
A0A823A413,1,1,1,1
A0A823A767,1,1,1,1
A0A823A8X6,1,1,1,1
A0A8B8EY61,1,0,1,0
A0A8D5M7T9,1,0,1,0
A0A8U0LTF5,0,0,0,1
A0A8V8TNH8,0,0,0,0
A0A8V8TPE2,0,0,0,0
A0A976XK90,0,0,0,1
A0A976XKR0,0,0,0,0
A0AAE9G628,0,0,0,0
A0R530,0,0,0,1
A0R7K8,0,0,0,1
A2IA78,0,0,0,0
A2IA90,0,1,1,0
A2IA93,0,1,0,0
A2IAB1,0,0,0,0
A2IAB2,0,0,0,0
A4D9H4,0,0,0,0
A4FLS1,0,0,0,1
A4XXY7,0,0,1,0
A4XXZ0,1,1,1,1
A4ZFA6,0,0,0,0
A6L080,1,1,1,1
A9FH21,0,0,0,0
A9G317,0,1,0,1
B0XZH1,0,0,0,0
B0Y8Y3,0,0,0,0
B0Y8Y5,0,0,0,1
B0Y8Y6,0,0,0,0
B0Y8Y9,0,0,0,0
B0Y8Z0,0,0,0,0
B0YDS3,0,0,0,0
B1KN81,1,0,1,0
B6DDU5,0,0,0,0
B6DDZ5,0,0,0,0
B6H998,0,0,0,1
B8D049,1,1,1,1
C0HL61,0,0,0,0
C0HLN1,0,0,0,0
C0HM61,0,0,0,0
C0HM80,0,0,0,0
C0HM84,0,0,0,0
C0HM85,0,0,0,0
C0HM86,0,0,0,0
C0HM87,0,0,0,0
C0HM88,0,0,0,0
C0HM90,0,0,0,0
C0HM91,0,0,0,0
C0HM92,0,0,0,0
C0HM93,0,0,0,0
C0HM94,0,0,0,0
C0HM95,0,0,0,0
C0HMB3,0,0,0,0
C0HMB5,0,0,0,0
C0HMB7,0,0,0,0
C0HMC5,0,0,0,0
C0HMC6,0,0,0,0
C0HMC8,0,1,1,1
C0HMD1,0,0,0,0
C0HMD6,0,0,0,0
C5BK12,0,0,0,0
C5M5V4,0,0,0,0
D2XUU4,0,0,0,0
D2XUU5,0,0,0,0
D2XUU6,0,0,0,0
D2XUU7,0,0,0,0
D2XUU8,0,0,0,0
D2XUU9,0,0,0,0
D2XUV0,0,0,0,0
D2XUV1,0,0,0,0
D3ZNV2,0,0,0,0
D4GU28,0,0,0,1
D4GVA7,0,0,0,0
D4GVA8,0,0,0,0
E0D209,0,0,0,0
E4VP11,0,0,0,0
E7GT88,0,0,0,0
E7GT90,0,0,0,0
E9F688,1,1,1,1
E9F689,1,1,1,1
F6KSY2,0,0,0,0
G0SCH6,0,0,0,0
G2WW48,1,1,1,1
G3X992,0,0,0,0
G4NB33,0,0,0,0
I1RLA6,0,0,0,0
I1S6W0,1,1,1,1
J5JFB6,0,0,0,0
J5JHE8,0,0,0,1
J9RWN8,0,0,0,0
J9VKY2,0,0,0,0
M1JMQ7,0,0,0,0
M1T9N7,1,1,1,1
O16224,0,0,0,0
O16327,0,1,1,0
O41054,0,1,0,0
O41126,0,0,0,0
O53167,0,0,0,0
O53438,1,1,1,1
O77009,0,0,0,1
P0DRB3,0,0,0,0
P0DRB4,0,0,0,0
P0DRC5,0,0,0,0
P0DRC6,0,0,0,0
P0DRC7,0,0,0,0
P0DRD6,0,0,0,0
P0DRE0,0,0,0,0
P0DRE1,0,0,0,0
P0DRE2,0,0,0,0
P0DRE3,0,0,0,0
P0DRE4,0,0,0,0
P0DRE5,0,0,0,0
P0DRE6,0,0,0,0
P0DRE7,0,0,0,0
P0DRE8,0,0,0,0
P0DRE9,0,0,0,0
P0DRF0,0,0,0,0
P0DRF1,0,0,0,0
P0DRF2,0,0,0,0
P0DRF3,0,0,0,0
P0DRF4,0,0,0,0
P0DRF5,0,0,0,0
P0DRF6,0,0,0,0
P0DRF7,0,0,0,0
P0DRF8,0,0,0,0
P0DRG0,0,0,0,0
P0DRG2,0,0,0,0
P0DRG3,0,0,0,0
P0DRG4,0,0,0,0
P0DRG5,0,0,0,0
P0DRG6,0,0,0,0
P0DRG7,0,0,0,0
P0DRG8,0,0,0,0
P0DRG9,0,0,0,0
P0DRH0,0,0,0,0
P0DRH1,0,0,0,0
P0DRH2,0,0,0,0
P0DRH9,0,0,0,0
P0DRI0,0,0,0,0
P0DRI1,0,0,0,0
P0DRI2,0,0,0,0
P0DRI3,0,0,0,0
